"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ingredients_url","Answer.command","Approve","Reject"
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","326O153BMIZKWTGPEE103UOUHDDDEL","A2F79GFUWU5O96","Approved","Tue Jan 20 18:26:08 GMT 2015","Tue Jan 20 18:37:19 GMT 2015","Wed Jan 21 02:37:19 GMT 2015","2015/01/21 02:38:47 +0000","","","671","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Please pass the chickpeas.|The chickpeas that are round and small.|Please hand over the parsley.|The green parsley on the left.|Please hand me the cilantro.|It's the green vegetable on the wooden board.|Please hand me the garlic.|The cloves of garlic.|Please pass the coriander powder.|It on the right on the table.|Please pass the cumin.|It's on the right.|Please hand me the black pepper.|It's in the wooden grinder.|Please hand me the paprika.|It's the red powder.|Please pass the salt.|It's in the blue container next to the pepper.|Please hand me the lemon.|The yellow fruit.|Hand me the olive oil.|On the left in the big glass bottle.|Please hand the sesame seeds.|The sesame seeds that are small."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","32ZKVD547FOO7Y28BYTYPDWXN3B3BD","AAXYYH9MI3PJM","Approved","Tue Jan 20 18:30:11 GMT 2015","Tue Jan 20 18:37:06 GMT 2015","Wed Jan 21 02:37:06 GMT 2015","2015/01/21 02:38:47 +0000","","","415","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Pass me the chickpeas.|Pass me the garbanzo beans.|Please hand me some parsley.|Get me some parsley from the left.|Give me some cilantro.|Pass me some cilanatro from the right.|Pass me a clove of garlic.|Garlic, the one in the middle.|Pass me teh coriander powder.|The powder is in the back.|Give me the cumin.|Yes, the cumin in on the left.|Pass me the black pepper.|It's the one with the blue label. |I need some paprika. |The paprika is in the back with the other bottles.|Hand me the salt.|You know.... salt? |Hand me a lemon.|The yellow round thing.|Hand me the olive oil.|It is in the back the big one.|Give me some sesame seeds.|The bottle of sesame seeds so I can sprikle on."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","336KAV9KYQTVZOZ0HQTDEEP62YT2YG","AENW881YO2H8S","Approved","Tue Jan 20 18:28:15 GMT 2015","Tue Jan 20 18:38:06 GMT 2015","Wed Jan 21 02:38:06 GMT 2015","2015/01/21 02:38:47 +0000","","","591","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Can you hand me the chickpeas, please?|The bag of chickpeas, please. |Can I have the parsley?|Can you please hand me the sprigs of parsley on the plastic cutting board?|Can you hand me the cilantro?|Please hand me the cilantro that is on the wooden cutting board. |Hand me the garlic, please?|Its the cloves of garlic that are to the left of the lemon on the counter.|Can you hand me the coriander?|The coriander powder is in a small tin on the counter. |Please hand me the cumin.|No, the cumin is in a small tin on the right. |Please pass me the black pepper. |The black pepper in the wooden grinder, please. |Can you please pass me the paprika?|The paprika should be in a small tin on the counter. |Please hand me the salt, if you will. |The salt in the blue canister. |Hand me the lemon please?|The bright yellow lemon sitting on the counter.|Can you hand me the olive oil?|The big bottle of olive oil on the left. |Can you please hand me the sesame seeds?|The sesame seeds on the right hand side, please."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","351SEKWQS0II8H82VCPJG2T3QF4DMA","AT3C00TKZK13L","Approved","Tue Jan 20 18:26:59 GMT 2015","Tue Jan 20 18:32:40 GMT 2015","Wed Jan 21 02:32:40 GMT 2015","2015/01/21 02:33:46 +0000","","","341","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Can you hand me the chickpeas, please?|The chickpeas, please.|Can you hand me the parsley, please?|Pass me the the parsley, please.|Can you hand me the cilantro, please?|The cilantro to the right above the cutting board.|Can you hand me the garlic, please?|It's behind the parsley.|Can you hand me the coriander powder, please?|It's on the back next to the salt. With a black top.|Can you hand me the cumin, please?|Yes, it is on the left.|Can you hand me the black pepper, please?|It's in the back, on the wood container.|Can you hand me the paprika, please?|It's on the right, it's red on the aluminum container.|Can you hand me the salt, please?|It's the blue bottle in the back.|Can you hand me the lemon, please?|It's next to the cilantro. It's yellow.|Can you hand me the olive oil, please?|It's in the back, the glass big bottle.|Can you hand me the sesame seeds, please?|It's inside the plastic bag in the middle."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3907X2AHF061QA7ZQ3XU1NWUYTPP28","A2FUPODRRCESB","Approved","Tue Jan 20 18:27:11 GMT 2015","Tue Jan 20 18:34:49 GMT 2015","Wed Jan 21 02:34:49 GMT 2015","2015/01/21 02:38:46 +0000","","","458","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Hand me the chickpeas|the round things in the yellow bag in the middle, pass them over here|give me the parsley|that bunch of plant stuff on the left|give me the cilantro|the bunch of plants on the right|hand me the garlic|the stinky mini onion things, give them to me|I need the coriander|The powder that is coriander, let me have it, it is in the metal can on the right|Give me the cumin|The tan powder in the metal thing next to the coriander|Hand me the pepper|The wooden grinder thing there|Give me the paprika|The red spice in the metal can|Pass me the salt|The blue container that says salt on it|Give me the lemon|Hand me the yellow fruit in the middle there|Hand me the olive oil|Give me the big bottle on the left|Hand me the sesame seeds|The spice jar on the right with the orange label"
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3A9AA95ATWNTP7QM8MZSZUZ6I3H5PQ","AEHXJIW38LJS4","Approved","Tue Jan 20 18:28:34 GMT 2015","Tue Jan 20 19:25:19 GMT 2015","Wed Jan 21 03:25:19 GMT 2015","2015/01/21 03:28:47 +0000","","","3405","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Hand me the chickpeas please.|Hand me that... bag of chickpeas behind the lemon, please.|Hand me the parsley, would ya?|Please hand me the parsley, that green stuff on the plastic cutting board.|Give me the cilantro please.|The cilantro is the green leafy stuff on the wooden cutting board. Hand me that, please.|Give me the garlic please.|Give me the cloves of garlic please, they're to the left of the lemon.|Hand me the coriander powder please.|The coriander powder is in one of the metal cups, I'm not sure which... it's not the red one.|Hand me the cumin please.|It's in one of the 2 metal cups you didn't hand me when you gave me the coriander powder, and it's not the red one.|Toss me the black pepper!|It's in that... wooden grinder thing to the right of the salt.|Hand me the paprika please.|It's the red powder stuff in the last of the three metal cups.|Salt please!|It's to the right of the olive oil!|Chuck the lemon at me!|It's in the middle of everything, you can't miss it.|Hand me the olive oil please.|It's the biggest container and has a picture of an olive.|Hand me the sesame seeds please.|It's in the shaker thing to the right of where the pepper grinder was. Thanks!"
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3AUQQEL7U5U7ZK1HXS2FORSXNJ6V0F","AF33681RI3ES8","Approved","Tue Jan 20 18:28:34 GMT 2015","Tue Jan 20 18:39:10 GMT 2015","Wed Jan 21 02:39:10 GMT 2015","2015/01/21 02:43:46 +0000","","","636","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","hand me the chickpeas|hand me the round things that look like beans|hand me the parsley|hand me thethe bushy green leafy stuff|please hand me the cilantro|hand me the leafy stuff that looks like the parsley|hand me the garlic|hand me the only bulb on the table|hand me the coriander|hand me the seasoning on the right|hand me the cumin|hand me the one that looks like seeds|hand me the black pepper|hand me the wood grinder|hand me the paprika|hand me the that is smoked pepper|hand me the salt|hand me the biggest shaker|hand me the|hand me the yellow fruit in the middle|hand me the olive oil|hand me the big bottle|hand me the sesame seeds|hand me the little seeds like on a hamburger bun"
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3AWETUDC92TZFZN72FGOF15PXOUIZY","A2R40R4O6G0YBY","Approved","Tue Jan 20 18:28:20 GMT 2015","Tue Jan 20 18:48:39 GMT 2015","Wed Jan 21 02:48:39 GMT 2015","2015/01/21 02:48:46 +0000","","","1219","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Please pass me the chickpeas|Please hand me the chickpeas in the yellow bag in front of the salt and olive oil. |Please pass me the parsley.|Hand me the parsely, the leafy green herb on the white cutting board.|Please pass me the cilantro.|Hand me the leafy green herb on the wooden cutting board.|Please pass the garlic.|The garlic. It's behind the parsley and to the left of the lemon.|Please pass me the coriander powder.|Please pass me the shortest bottle wit the black lid.|Please pass me the cumin.|Please hand me the metal cannister toward the front with the brownish powder in it.|Please pass me the pepper.|Please hand me the brown grinder at the back between the salt and the coriander.|Please pass the paprika.|Please pass me the paprika, which is the red powder in the metal cannister.|Please pass me the salt.|Please pass me the salt. It's behind the chickpeas between the oil and pepper.|Please pass me the lemon.|The lemon is the yellow fruit between the parsley and cilantro.|Please pass the olive oil.|The olive oil is the largest bottle at the back of the counter.|Please pass me the sesame seeds.|The sesame seeds are in the metal cannister behind the paprika and cumin."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3C44YUNSI1QOTK5FNSHBX6NYVKFDP6","A2EHH2ZFIRF1BF","Approved","Tue Jan 20 18:27:43 GMT 2015","Tue Jan 20 18:37:57 GMT 2015","Wed Jan 21 02:37:57 GMT 2015","2015/01/21 02:38:47 +0000","","","614","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Please hand me the chickpeas.|Please hand me the bag of peas.|Could you hand me the parsley, please?|Please hand me the curly greens.|I need the cilantro, please.|Could you hand me the smooth greens please.|I need the garlic now.|The garlic looks like a small onion.|I need the coriander powder, please.|the coriander is light brown.|now I need the cumin.|the cumin is the reddish powder.|Could you get me the black pepper?|The black pepper is in the wooden grinder.|Paprika please!|The paprika is the bright red powder.|Salt. |The salt is in the blue container.|Lemon,please.|the lemon is yellow.|I need the olive oil.|The olive oil is in the bottle next to the salt.|One more thing, sesame seeds.|The tiny yellow seeds, please."
"3K1H3NEY7L0FTNEMU7MMEDDNIE9GD7","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:26:03 GMT 2015","30","BatchId:1794171;","3600","28800","Thu Jan 22 18:26:03 GMT 2015","","","3DI28L7YXAFQ4Y0DYLH52SNLSGB1EK","A1YGSYTOGXCQY7","Approved","Tue Jan 20 18:53:52 GMT 2015","Tue Jan 20 19:47:42 GMT 2015","Wed Jan 21 03:47:42 GMT 2015","2015/01/21 03:48:46 +0000","","","3230","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/falafel/falafel.png","Hand me the chickpeas.|Hand me the container next to the pepper mill.|Hand me the parsley.|Could you hand me the green leaves on the left?|Hand me the cilantro.|Hand me the greens on the right.|Hand me the garlic.|Hand me the garlic that's next to the lemon.|Hand me the coriander powder|Hand me the powder next to the lemon.|Hand me the cumin seasoning.|Hand me the cup closest to the pepper.|Hand me the pepper mill.|Hand me the wooden shaker next to the salt.|Hand me the paprika.|Hand me the red seasoning.|Hand me the salt.|Hand me the shaker next to the oil.|Hand me the lemon.|Hand me the yellow thing in the middle.|Hand me the oil.|Hand me the giant bottle on the left.|Hand me the sesame seeds. |Hand me the container that contains seeds."
