"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ingredients_url","Answer.command","Approve","Reject"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","30BUDKLTXDWPSG1WZ8JH5I024WE5E4","AW20MQTG1Z8LF","Approved","Tue Jan 20 18:13:04 GMT 2015","Tue Jan 20 18:17:01 GMT 2015","Wed Jan 21 02:17:01 GMT 2015","2015/01/21 02:18:46 +0000","","","237","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please pass me the noodles|The noodles, they're in the yellow bag |Can you pass me the garlic|It's in the front near the noodles|Can you pass me the ginger|It's in front of the sesame pil|Can I have the soy sauce|Its the bottle with the green top|Please pass me the Brown Sugar||Can you give me the Black pepper?|Its in the wood looking thing.|Can I have the Olive Oil|It's in the super big bottle|Can I have the sesame oil?|It's between the soy sauce and the pepper|Can you hand me the onion|It's on the left of the noodles|Please pass me the celery|It's in the back of the noodles|Can you hand me some cabbage|Its in front of the celery"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","32XVDSJFPZYV57AMYN52KJ2ZTOE2MP","A3PLIK4J4WEWWD","Approved","Tue Jan 20 18:12:30 GMT 2015","Tue Jan 20 18:19:40 GMT 2015","Wed Jan 21 02:19:40 GMT 2015","2015/01/21 02:23:47 +0000","","","430","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Can you please pass me the noodles?|Can you hand me the noodles that are between the onion and the cabbage?|Can you please pass me the garlic?|Can you hand me the garlic that is front of the soy sauce on the right?|Please pass me the ginger.|Can you please hand me the ginger right there in front of the noodlees?|Please pass me the soy suace.|Can you please pass me the soy sauce, int he back there with the green label.?|Hand me the brown sugar.|Please hand me the brown sugar - in the big bag next to the ginger and garlic?|Please pass me the pepper.|No, it is in the wooden grinder on the right.|Please pass me the olive oil.|It's the large clear bottle next to the soy sauce.|Please hand me the sesame oil.|The bottle with the yellow cap next to the pepper grinder.|Please hand me the onion.|It's on the far left, next to the noodles.|Please pass the celery.|The celery is behind the package of noodles.|Please pass the cabbage.|The cabbage is to the left of the olive oil."
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","34QN5IT0TZS9O854PZR5WD8PCL580N","A219VCQZADQ45W","Approved","Tue Jan 20 18:12:39 GMT 2015","Tue Jan 20 18:22:46 GMT 2015","Wed Jan 21 02:22:46 GMT 2015","2015/01/21 02:23:47 +0000","","","607","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","HAND ME THE GARLIC PLEASE|A GARLIC BULB|GIVE ME SOME GINGER NEXT|THE GINGER|SOY SAUCE IS NEXT PLEASE|THE BOTTLE OF SOY SAUCE|HAND ME THE BROWN SUGAR PLEASE|THE BAG OF BROWN SUGAR|PASS THE PEPPER NEXT|NEAR THOSE BOTTLES |HAND ME THE ONION|YES FAR LEFT|HAND ME THE CELERY|THE WHOLE THING IS FINE|GIVE ME THE CABBAGE HEAD PLEASE|NEXT TO THE OIL|HAND ME THE PACK OF NOODLES|ORANGE ONE THERE|GRAB THE OLIVE OIL NEXT|OLIVE OIL NEXT TO THE SOY SAUCE|FINALLY, GET ME THE SESAME OIL|ITS NEXT TO THE PEPPER"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","351SEKWQS0II8H82VCPJG2T3QF2MDH","A2Y5DDEPG81LLJ","Approved","Tue Jan 20 18:11:11 GMT 2015","Tue Jan 20 18:16:20 GMT 2015","Wed Jan 21 02:16:20 GMT 2015","2015/01/21 02:18:46 +0000","","","309","100% (3/3)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please hand me the noodles.|Please hand me the orange package in front of the celery.|Please hand me the garlic.|Please hand me the white vegetable in front of the pepper mill.|Please hand me the ginger.|please hand me the brown root to the left of the garlic.|Please hand me the soy sauce.|Please hand me the glass bottle to the left right of the olive oil.|Please hand me the brown sugar.|Please hand me the bag that is in front of the olive oil.|Please hand me the black pepper.|Please hand me the container all the way to the right that is brown and the top spins.|Please hand me the olive oil.|Please hand me the glass container that is tall and shaped like a tear drop.|Please hand me the sesame oil.|Please hand me the glass container that has a green top.|Please hand me the onion.|Please hand me the white round object that is all the way to the left.|Please hand me the celery.|Please hand me the long green vegetable that is in the back left.|Please hand me the cabbage.|Please hand me the round, light green, vegatable the is to the left of the olive oil."
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","354P56DE9K45P3KXOWIJSJIDWTR7SV","AVMIXXCHPD291","Approved","Tue Jan 20 19:56:31 GMT 2015","Tue Jan 20 20:22:30 GMT 2015","Tue Jan 20 20:22:30 PST 2015","Tue Jan 20 20:10:46 PST 2015","","","1559","100% (6/6)","100% (6/6)","100% (6/6)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Pass the noodles please. |Please pass me the two smaller bags of noodles on the left.|Now I need the garlic. |Please hand me the small white bulb of garlic, all the way to the right. |Hand me the ginger. |Please hand me the brown ginger root there in the front. |Now I need the soy sauce. |Please hand me the bottle of brown soy sauce with the green label. |Now I need the brown sugar. |Please  hand me the larger bag of brown sugar on the right. |Now I need the black pepper.|Can you hand me the wooden shaker of black pepper there on the right?|Please pass the olive oil.|Can you hand me the first, tallest bottle of olive oil ?|Now I need the sesame oil.|Please hand me the smaller bottle of sesame oil there by the wooden pepper shaker|Now I need the onion. |Please hand me the large white onion on the left. |Can I have the celery please?|Please hand me the long green stalks of celery there in the back. |Now I need the cabbage. |Can you hand me the large green head of cabbage in the middle?"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","35GCEFQ6I5PKPW5OHC91BV30E6V3ZH","A3NG6M8UG9U20J","Approved","Tue Jan 20 18:09:54 GMT 2015","Tue Jan 20 18:13:41 GMT 2015","Wed Jan 21 02:13:41 GMT 2015","2015/01/21 02:13:46 +0000","","","227","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please hand me the Yakisoba noodles.|The noodles please.|Please hand me 4 cloves of garlic?|4 pieces of garlic please.|Please pass me the ginger?|||||||||||||||||"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","35K3O9HUABEHUDUL5KWQRURFTQREFV","A2F79GFUWU5O96","Approved","Tue Jan 20 18:10:41 GMT 2015","Tue Jan 20 18:33:09 GMT 2015","Wed Jan 21 02:33:09 GMT 2015","2015/01/21 02:33:46 +0000","","","1348","100% (4/4)","100% (4/4)","100% (4/4)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please pass the noodles.|The Yokisoba noodles.|Please pass the garlic.|Please hand me the head of white garlic.|Please pass the ginger.|The ginger that looks like a root.|Please hand me the soy sauce.|The glass bottle of dark liquid.|Please pass the brown sugar.|It's in the bag on the table.|Please pass the pepper.|No, it's on the right.|Please hand me the olive oil.|It's in the glass bottle that is the tallest.|Please hand me the sesame oil.|The sesame oil in the glass bottle.|Please hand me the onion.|The white onion on the left.|Please pass the celery.|It's the green vegetable.|Please hand me the cabbage.|It's the head of cabbage in the middle."
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","37TRT2X24QSZSC4XEJLL5KDMJ0WBJW","A3ODG942FG22PJ","Approved","Tue Jan 20 18:19:09 GMT 2015","Tue Jan 20 18:23:49 GMT 2015","Wed Jan 21 02:23:49 GMT 2015","2015/01/21 02:28:46 +0000","","","280","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Hand me the noodles.|Hand me the noodles to the left of the lettuce.|Give me the garlic.|Give me the garlic in front of the pepper shaker.|PLease hand me the ginger.|The damn ginger that's to the left of the garlic.|Please hand me the soy sauce.|The damn soy sauce to the right of the oil.|Give me some brown sugar, please.|It's right behind the ginger.|PLease hand me the black pepper.|No, it is on the right, behind the garlic.|I want the olive oil. Give it!|Give me the olive oil to the left of the soy sauce.|Hand me the sesame oil.|Give me the sesame oil that's to the left ofo the ppper shaker.|Give me the onion.|The onion to the left of the nooldes.|Give me the celery.|The celery behind the onion and lettuce.|give me the cabbage!|the cabbage that is to the right of the noodles and infront of thec celery!"
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","39ZSFO5CA8XEOBD3EA2GAA5A8L2UJV","AOPP2V6ALNOE0","Approved","Tue Jan 20 18:11:42 GMT 2015","Tue Jan 20 18:17:17 GMT 2015","Wed Jan 21 02:17:17 GMT 2015","2015/01/21 02:18:46 +0000","","","335","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please hand me the noodles.|The orange bag of Yokisoba Noodles.|Please hand me the garlic.|The garlic, the little white plant that's not an onion.|Please hand me the ginger.|Please hand me the ginger, it's to the left of the garlic.|Please hand me the soy sauce.|It's in the bottle with the green lid.|Please hand me the brown sugar.|It's behind the ginger and in front of the soy sauce.|Please hand me the black pepper.|No, it's on the far right.|Hand me the olive oil.|It's to the left of the soy sauce.|Hand me the sesame oil.|It is in the bottle with the yellow cap to the left of the black pepper.|Please hand me the onion.|It's on the far left, it's white.|Please hand me the celery.|The celery, the long, green plant.|Please hand me the cabbage.|It's the round, green plant to the left of the olive oil."
"39KMGHJ4RZBOJZ274T9OEE6OH8B00V","3SICSBU6ZYMBX7FAF6TVEV0PDK5P0F","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$1.00","Tue Jan 20 18:09:52 GMT 2015","30","BatchId:1794152;","3600","28800","Thu Jan 22 18:09:52 GMT 2015","","","3A4TN5196KJMBB1D4JEV4R3POTRHC3","A213OUMF0EHT0T","Approved","Tue Jan 20 18:11:16 GMT 2015","Tue Jan 20 18:16:43 GMT 2015","Wed Jan 21 02:16:43 GMT 2015","2015/01/21 02:18:46 +0000","","","327","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/chow_mein/chow_mein.png","Please hand me the noddles.|The bag of noodles on the counter. |Please hand me the garlic. |The garlic on the right. |Please hand me the ginger. |The ginger next to the garlic. |Hand me the soy sauce. |The bottle with the green label. |Please hand me the brown sugar. |The bag of brown sugar. |Please hand me the black pepper. |The pepper is in the wooden grinder. |Please. Pass me the olive oil. |The bottle with no label. |Please pass me the sesame oil. |The bottle with the yellow cap. |Please pass me the onion|The onion to the far left. |Please hand me the celery. |The item behind the rest of the ingredients. |Please pass me the cabbage. |The green vegetable in the middle."
