"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.carduni_url","Input.pancake_mix_url","Input.salt_url","Input.garlic_url","Input.pepper_url","Input.olive_oil_url","Answer.command","Approve","Reject"
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","31T4R4OBOSHPIMV1RASJDEEV9IX7CC","AVMIXXCHPD291","Approved","Fri Jan 16 22:25:22 GMT 2015","Fri Jan 16 22:30:47 GMT 2015","Sat Jan 17 06:30:47 GMT 2015","2015/01/17 06:33:46 +0000","","","325","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Pass me the carduni, please.|Could you hand me the carduni, there at the front and center of the counter|Pass the pancake mix. |Could you hand me the box of pancake mix that's on the right?|Please hand me the salt |Could you pass me the small salt shaker right behind the carduni?|Pass the garlic please.|Could you please hand me the bowl of garlic on the right?|Please hand me the pepper.|Could you get the pepper for me, from the drawer?|Could you pass me the olive oil?|Please hand me the tall bottle of olive oil on the right."
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","324G5B4FB395OU0LFUZZIDCU0T007C","A1X0WT0A91ZCIH","Approved","Fri Jan 16 22:24:47 GMT 2015","Fri Jan 16 22:31:03 GMT 2015","Sat Jan 17 06:31:03 GMT 2015","2015/01/17 06:33:46 +0000","","","376","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Please hand me the carduni.|Give me the carduni right in front of the pancake mix.|Bring me the pancake mix.|Give me the box of pancake mix beside the microwave.|Reach me the salt.|Hand me the salt in the small container with a white top.|Next, I need the garlic please. |Give me the garlic in the bowl with a red top.|Can you hand me the pepper please?|Get me the pepper from the drawer.|Please give me the olive oil.|I need the olive oil in that tall bottle."
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","32Q90QCQ1SMSAZMZ6VNN77JK0EAKEO","A4RMK9LD7UJP6","Approved","Fri Jan 16 22:25:03 GMT 2015","Fri Jan 16 22:30:10 GMT 2015","Sat Jan 17 06:30:10 GMT 2015","2015/01/17 06:33:46 +0000","","","307","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Hand me the carduni|The long yellow thing|Ok, now I need the box of pancake mix|The red box of Aunt Jemima mix|I need the salt shaker|The little white shaker next to the red box|I need that container with the red top|The round plastic container with the red cover|Open the drawer|The wooden drawer below the carduni|Hand me the olive oil|The glass container with the spout that has oil in it"
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","37UEWGM5HT9FD25IKR151ZM46YD1RU","A1UIID7X0JJZ63","Approved","Fri Jan 16 23:50:30 GMT 2015","Fri Jan 16 23:54:21 GMT 2015","Sat Jan 17 07:54:21 GMT 2015","2015/01/17 07:58:46 +0000","","","231","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Hand me the Carduni|I want the carduni that is on the cutting board|Please give me the pancake mix|I need the pancake mix that is on the counter|Please give me the salt|I am needing the salt that is in the shaker|I need the garlic please|The garlic that is in the container on the counter|Can you give me the pepper|I need the pepper that is kept in the drawer|Please give me the olive oil|The olive oil is next to the pancake mix"
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","39GAF6DQWR1769MZTB6F2WB7R3CV11","A2YYQJ3JWA2KGD","Approved","Fri Jan 16 22:24:23 GMT 2015","Fri Jan 16 22:34:01 GMT 2015","Sat Jan 17 06:34:01 GMT 2015","2015/01/17 06:38:46 +0000","","","578","100% (2/2)","100% (2/2)","100% (2/2)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Give me the carduni. |Please hand me the carduni from the cutting board.|Pass the pancake mix.|Please hand me the box of pancake mix.|Give me the pepper.|Hand me the pepper shaker.|Pass the salt.|Hand me the salt from the container.|Pass me a spatula.|Hand me a spatula from the drawer.|Hand me the olive oil.|Give me the bottle of olive oil."
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","3A1PQ49WVHI2O8RFOMPBNVKYJO51HL","A3J8Y94SGZ3R0E","Approved","Fri Jan 16 22:42:59 GMT 2015","Fri Jan 16 22:59:51 GMT 2015","Sat Jan 17 06:59:51 GMT 2015","2015/01/17 07:03:46 +0000","","","1012","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Could you please give the Carduni?|Please hand me the Carduni.|Please hand me the pancake mix.|Can you give me the pancake mix?|Can you please give me the pepper?|Can you hand me the pepper that is next to the pancake mix.|Can you please give me the garlic?|Can you hand me the garlic next to the salt?|Can you hand me a napkin that is inside the drawer?|Can you give me a napkin located in the drawer.|Can I have the olive oil?|Please give me the olive oil."
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","3C5W7UE9CFRW6NDJMCQVA9WV5PFXME","A33SMNMTMIOJ6T","Approved","Fri Jan 16 22:25:35 GMT 2015","Fri Jan 16 22:38:25 GMT 2015","Sat Jan 17 06:38:25 GMT 2015","2015/01/17 06:38:46 +0000","","","770","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Please hand me the carduni.|I meant the artichoke.|Could I have the pancake mix?|The pancake mix, please.|Hand me that salt, if you could.|I want that shaker right there.|Could I have that garlic?|I need the clove on the right counter.|Please get the pepper.|The container is in the drawer.|Can I have that olive oil?|I mean the bottle next to the microwave."
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","3D3VGR7TA0GBN5JX7VFOPS114HER3X","A1F4D2PZ7NNWTL","Approved","Fri Jan 16 22:28:25 GMT 2015","Fri Jan 16 22:33:44 GMT 2015","Sat Jan 17 06:33:44 GMT 2015","2015/01/17 06:33:47 +0000","","","319","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Please hand me the cardini.  |Please hand me the cardini on the cutting board.|Can you hand me the pancake mix?|Can you hand me the pancake mix box which is behind the cutting board on the right|Can I have the salt shaker?|Hand me the salt shaker behind the cutting board in the middle.|Can you hand me the garlic?|Hand me the garlic that is in a glass tupperware container to your right.|Can you get me a spoon from the drawer?|Can you hand me a spoon from the drawer that is right below the cutting board?|Can you give me the olive oil?|Can you hand me the olive oil that is in the bottle just to the left of the microwave?"
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","3E4GGUZ1T8S0FJAJDBSM56AV3BK2K4","A1UTBDKOQ2MKUD","Approved","Fri Jan 16 22:24:27 GMT 2015","Fri Jan 16 22:28:55 GMT 2015","Sat Jan 17 06:28:55 GMT 2015","2015/01/17 06:33:46 +0000","","","268","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Get the carduni|Get me the carduni that is lying horizontally on the table|Get me the pancake mix|Get me the red box pancake mix|Get me the salt shaker|Get me the salt shaker to the left of the pancake mix|Get me the garlic|Get me the garlic on the right side of counter|Get me the pepper|Get me the pepper inside of the drawer|Get me the olive oil|Get me the olive oil to the left of the microwave"
"3LCXHSGDLT7NBY1DL2RN99EB6ZPESZ","3QF1Y7D04WUF5616ZQOJCLBO2ZDLD6","Cooking with Assistance","Write a command to ask a person to hand you an ingredient","image, cooking, command, assistance","$0.80","Fri Jan 16 22:23:44 GMT 2015","30","BatchId:1791472;","3600","28800","Sun Jan 18 22:23:44 GMT 2015","","","3FPRZHYEPY83GC0EGFKYQPQ4PNQV3T","A29ZG3G7GR7UQ5","Approved","Fri Jan 16 22:24:44 GMT 2015","Fri Jan 16 23:10:41 GMT 2015","Sat Jan 17 07:10:41 GMT 2015","2015/01/17 07:13:46 +0000","","","2757","100% (1/1)","100% (1/1)","100% (1/1)","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/carduni.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pancake_mix.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/salt.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/garlic.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/pepper.jpg","http://cs.brown.edu/~dwhitney/recipe_scenes/carduni/olive_oil.jpg","Can you hand me the carduni?|The carduni on the cutting board. Pass it to me.|The pancake mix. Can you give it to me?|There's a red box of pancake mix on the counter. I need that.|Okay, pass me the salt shaker.|Hand me the salt shaker, please.|I need the garlic container.|Let me have the container of garlic please.|Pepper is the next thing I'll need.|Get the pepper in the drawer please.|Finally, I'll need some olive oil for this.|There's a bottle of olive oil next to where the pancake mix was. Pass that to me."
